3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 4.190476190476190022e-01 6.571428571428571397e-01 3.333333333333333148e-01 3.333333333333333148e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 5.999999999999999778e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.095238095238095344e-01 8.000000000000000444e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 6.095238095238094678e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.095238095238095344e-01 8.476190476190476053e-01 8.000000000000000444e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 6.095238095238094678e-01 8.000000000000000444e-01 8.095238095238095344e-01 8.000000000000000444e-01 8.666666666666665853e-01 8.476190476190476053e-01 8.000000000000000444e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 6.095238095238094678e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.904761904761905544e-01 8.285714285714286254e-01 8.761904761904760752e-01 8.476190476190476053e-01 8.000000000000000444e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01 6.095238095238094678e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.809523809523809534e-01 8.380952380952381153e-01 8.857142857142857872e-01 8.476190476190476053e-01 8.000000000000000444e-01
3.333333333333333148e-01 3.333333333333333148e-01 6.190476190476190688e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.714285714285713524e-01 8.000000000000000444e-01 8.285714285714285143e-01 8.952380952380952772e-01 8.476190476190476053e-01 8.000000000000000444e-01
3.333333333333333148e-01 6.761904761904762307e-01 8.000000000000000444e-01 8.190476190476191354e-01 8.285714285714286254e-01 8.000000000000000444e-01 7.523809523809523725e-01 8.095238095238095344e-01 8.571428571428570953e-01 8.952380952380952772e-01 8.476190476190476053e-01 8.000000000000000444e-01
3.619047619047618403e-01 8.000000000000000444e-01 8.095238095238095344e-01 8.190476190476191354e-01 7.809523809523810645e-01 8.095238095238095344e-01 7.428571428571428825e-01 8.000000000000000444e-01 8.476190476190476053e-01 8.952380952380952772e-01 8.476190476190476053e-01 8.000000000000000444e-01
